alumno_id;codigo_clase;auton1;condeval1
304010507.0;UR54UJ6T;4;3
304010508.0;UR54UJ6T;3;4
304010509.0;UR54UJ6T;5;3
304010510.0;UR54UJ6T;4;5
304010511.0;UR54UJ6T;3;3
304010512.0;UR54UJ6T;5;1
304010513.0;UR54UJ6T;4;3
304010514.0;UR54UJ6T;2;1
304010515.0;UR54UJ6T;4;3
304010516.0;UR54UJ6T;1;1
304010517.0;UR54UJ6T;1;5
304010518.0;UR54UJ6T;5;1
304010601.0;QJT6J9UL;4;1
304010602.0;QJT6J9UL;4;4
304010603.0;QJT6J9UL;5;1
304010604.0;QJT6J9UL;5;1
304010605.0;QJT6J9UL;5;1
304010606.0;QJT6J9UL;4;1
304010607.0;QJT6J9UL;5;1
304010608.0;QJT6J9UL;4;1
304010609.0;QJT6J9UL;4;4
304010610.0;QJT6J9UL;5;1
304010611.0;QJT6J9UL;4;4
304010612.0;QJT6J9UL;4;5
304010613.0;QJT6J9UL;4;1
304010614.0;QJT6J9UL;4;1
304010615.0;QJT6J9UL;4;1
304010701.0;KHWCJB4N;4;5
304010702.0;KHWCJB4N;5;1
304010703.0;KHWCJB4N;4;3
304010704.0;KHWCJB4N;1;3
304010705.0;KHWCJB4N;3;1
304010706.0;KHWCJB4N;4;1
304010707.0;KHWCJB4N;4;1
304010708.0;KHWCJB4N;4;1
304010709.0;KHWCJB4N;5;1
304010710.0;KHWCJB4N;3;1
304010711.0;KHWCJB4N;4;3
304010712.0;KHWCJB4N;4;1
304010713.0;KHWCJB4N;4;1
304010714.0;KHWCJB4N;5;1
304010715.0;KHWCJB4N;5;1
304010716.0;KHWCJB4N;5;1
304010717.0;KHWCJB4N;4;1
304010718.0;KHWCJB4N;5;1
304010719.0;KHWCJB4N;3;4
304010720.0;KHWCJB4N;3;1
304010721.0;KHWCJB4N;4;1
304010722.0;KHWCJB4N;5;1
304010723.0;KHWCJB4N;4;1
304010724.0;KHWCJB4N;4;1
304010725.0;KHWCJB4N;4;1
304010801.0;P69K4M9E;5;5
304010802.0;P69K4M9E;5;5
304010803.0;P69K4M9E;5;5
304010804.0;P69K4M9E;5;5
304010805.0;P69K4M9E;3;3
304010806.0;P69K4M9E;4;5
304010807.0;P69K4M9E;5;1
304010808.0;P69K4M9E;2;3
304010809.0;P69K4M9E;5;2
304010810.0;P69K4M9E;5;2
304010811.0;P69K4M9E;5;1
304010812.0;P69K4M9E;5;1
304010813.0;P69K4M9E;5;1
304010814.0;P69K4M9E;5;1
304010815.0;P69K4M9E;5;1
304010816.0;P69K4M9E;5;1
304010901.0;KX8RH2RU;5;5
304010902.0;KX8RH2RU;5;1
304010903.0;KX8RH2RU;5;3
304010904.0;KX8RH2RU;5;1
304010905.0;KX8RH2RU;5;5
304010906.0;KX8RH2RU;5;1
304010907.0;KX8RH2RU;5;1
304010908.0;KX8RH2RU;4;1
304010909.0;KX8RH2RU;5;1
304010910.0;KX8RH2RU;4;1
304010911.0;KX8RH2RU;4;3
304010912.0;KX8RH2RU;5;3
304010913.0;KX8RH2RU;4;3
304010914.0;KX8RH2RU;5;3
304010915.0;KX8RH2RU;5;3
304010916.0;KX8RH2RU;5;4
304010917.0;KX8RH2RU;5;3
304010918.0;KX8RH2RU;5;4
304011001.0;VEUDPFXZ;4;4
304011002.0;VEUDPFXZ;5;5
304011003.0;VEUDPFXZ;5;1
304011004.0;VEUDPFXZ;5;1
304011005.0;VEUDPFXZ;5;1
304011006.0;VEUDPFXZ;5;1
304011007.0;VEUDPFXZ;5;1
304011008.0;VEUDPFXZ;5;1
304011009.0;VEUDPFXZ;5;1
304011010.0;VEUDPFXZ;3;4
304011011.0;VEUDPFXZ;5;1
304011012.0;VEUDPFXZ;5;1
304011013.0;VEUDPFXZ;4;5
304011014.0;VEUDPFXZ;5;2
304011015.0;VEUDPFXZ;4;2
304011016.0;VEUDPFXZ;5;1
305010101.0;WHFJMD7N;5;1
305010102.0;WHFJMD7N;5;4
305010103.0;WHFJMD7N;5;2
305010104.0;WHFJMD7N;4;3
305010105.0;WHFJMD7N;4;5
305010106.0;WHFJMD7N;5;2
305010107.0;WHFJMD7N;4;1
305010108.0;WHFJMD7N;5;3
305010109.0;WHFJMD7N;5;5
305010110.0;WHFJMD7N;4;4
305010111.0;WHFJMD7N;5;3
305010112.0;WHFJMD7N;5;5
305010113.0;WHFJMD7N;5;5
305010201.0;R2Y7WW88;5;1
305010202.0;R2Y7WW88;5;4
305010203.0;R2Y7WW88;5;1
305010204.0;R2Y7WW88;5;4
305010205.0;R2Y7WW88;5;4
305010206.0;R2Y7WW88;5;1
305010207.0;R2Y7WW88;3;4
305010208.0;R2Y7WW88;4;1
305010209.0;R2Y7WW88;5;1
305010210.0;R2Y7WW88;5;4
305010211.0;R2Y7WW88;4;1
305010212.0;R2Y7WW88;5;1
305010213.0;R2Y7WW88;5;1
305010214.0;R2Y7WW88;5;3
305010215.0;R2Y7WW88;5;2
305010216.0;R2Y7WW88;5;3
305010301.0;9GK46JEM;5;1
305010302.0;9GK46JEM;5;1
305010303.0;9GK46JEM;5;2
305010304.0;9GK46JEM;5;1
305010305.0;9GK46JEM;5;1
305010306.0;9GK46JEM;5;1
305010307.0;9GK46JEM;5;1
305010308.0;9GK46JEM;5;1
305010309.0;9GK46JEM;5;1
305010310.0;9GK46JEM;5;1
305010311.0;9GK46JEM;5;1
305010312.0;9GK46JEM;5;1
305010313.0;9GK46JEM;5;1
305010401.0;LQ2Z3CKS;5;1
305010402.0;LQ2Z3CKS;4;1
305010403.0;LQ2Z3CKS;5;1
305010404.0;LQ2Z3CKS;5;1
305010405.0;LQ2Z3CKS;4;2
305010406.0;LQ2Z3CKS;5;1
305010407.0;LQ2Z3CKS;5;1
305010408.0;LQ2Z3CKS;5;1
306010101.0;LWLKG4JC;4;1
306010102.0;LWLKG4JC;4;3
306010103.0;LWLKG4JC;5;1
306010104.0;LWLKG4JC;5;1
306010105.0;LWLKG4JC;4;1
306010106.0;LWLKG4JC;4;1
306010107.0;LWLKG4JC;5;1
306010108.0;LWLKG4JC;4;2
306010109.0;LWLKG4JC;4;2
306010110.0;LWLKG4JC;5;1
306010111.0;LWLKG4JC;5;1
306010112.0;LWLKG4JC;2;1
306010113.0;LWLKG4JC;5;1
306010114.0;LWLKG4JC;3;1
306010115.0;LWLKG4JC;4;1
306010116.0;LWLKG4JC;5;1
306010117.0;LWLKG4JC;5;1
306010118.0;LWLKG4JC;5;1
306010201.0;7DBGSS3X;5;3
306010202.0;7DBGSS3X;5;3
306010203.0;7DBGSS3X;5;3
306010204.0;7DBGSS3X;5;3
306010205.0;7DBGSS3X;5;3
306010206.0;7DBGSS3X;4;3
306010207.0;7DBGSS3X;5;3
306010208.0;7DBGSS3X;1;3
306010209.0;7DBGSS3X;5;3
306010210.0;7DBGSS3X;5;3
306010211.0;7DBGSS3X;5;3
306010212.0;7DBGSS3X;2;3
306010213.0;7DBGSS3X;4;2
306010214.0;7DBGSS3X;5;3
306010215.0;7DBGSS3X;5;1
306010216.0;7DBGSS3X;5;3
306010217.0;7DBGSS3X;5;3
306010218.0;7DBGSS3X;4;3
306010219.0;7DBGSS3X;4;3
306010301.0;4JG2JSNV;4;5
306010302.0;4JG2JSNV;3;4
306010303.0;4JG2JSNV;3;3
306010304.0;4JG2JSNV;3;4
306010305.0;4JG2JSNV;4;5
306010306.0;4JG2JSNV;5;1
306010307.0;4JG2JSNV;5;2
306010308.0;4JG2JSNV;4;1
306010309.0;4JG2JSNV;5;1
306010310.0;4JG2JSNV;4;2
306010311.0;4JG2JSNV;4;1
306010401.0;UD3UD5Y4;4;3
306010402.0;UD3UD5Y4;4;4
306010403.0;UD3UD5Y4;5;1
306010404.0;UD3UD5Y4;4;1
306010405.0;UD3UD5Y4;4;1
306010406.0;UD3UD5Y4;4;2
306010407.0;UD3UD5Y4;4;4
306010408.0;UD3UD5Y4;5;5
306010409.0;UD3UD5Y4;5;5
306010410.0;UD3UD5Y4;5;5
306010411.0;UD3UD5Y4;4;1
306010412.0;UD3UD5Y4;3;3
306010413.0;UD3UD5Y4;4;5
306010414.0;UD3UD5Y4;3;1
306010415.0;UD3UD5Y4;5;1
306010416.0;UD3UD5Y4;5;4
306010417.0;UD3UD5Y4;3;5
306010418.0;UD3UD5Y4;2;1
306010419.0;UD3UD5Y4;4;1
306010420.0;UD3UD5Y4;5;5
306010421.0;UD3UD5Y4;5;1
306010422.0;UD3UD5Y4;5;2
306010423.0;UD3UD5Y4;4;5
306010424.0;UD3UD5Y4;2;1
306010425.0;UD3UD5Y4;2;1
306010426.0;UD3UD5Y4;2;1
306010427.0;UD3UD5Y4;5;1
306010428.0;UD3UD5Y4;2;1
306010429.0;UD3UD5Y4;4;3
306010501.0;SHKNBPDJ;5;1
306010502.0;SHKNBPDJ;5;1
306010503.0;SHKNBPDJ;5;1
306010504.0;SHKNBPDJ;5;1
306010505.0;SHKNBPDJ;4;1
306010506.0;SHKNBPDJ;3;1
306010507.0;SHKNBPDJ;5;4
306010508.0;SHKNBPDJ;5;1
306010509.0;SHKNBPDJ;4;2
306010510.0;SHKNBPDJ;4;4
306010511.0;SHKNBPDJ;5;4
306010512.0;SHKNBPDJ;5;5
306010513.0;SHKNBPDJ;5;5
306010514.0;SHKNBPDJ;5;4
306010515.0;SHKNBPDJ;5;2
306010516.0;SHKNBPDJ;5;1
306010517.0;SHKNBPDJ;4;3
306010518.0;SHKNBPDJ;5;3
306010519.0;SHKNBPDJ;5;1
306010520.0;SHKNBPDJ;5;5
306010521.0;SHKNBPDJ;4;5
306010601.0;R4YMCHKQ;3;1
306010602.0;R4YMCHKQ;5;1
306010603.0;R4YMCHKQ;4;3
306010604.0;R4YMCHKQ;3;1
306010605.0;R4YMCHKQ;5;3
306010606.0;R4YMCHKQ;4;1
306010607.0;R4YMCHKQ;4;2
306010608.0;R4YMCHKQ;5;2
306010609.0;R4YMCHKQ;4;1
306010610.0;R4YMCHKQ;3;2
306010611.0;R4YMCHKQ;5;2
306010612.0;R4YMCHKQ;1;2
306010613.0;R4YMCHKQ;5;3
306010614.0;R4YMCHKQ;4;1
306010615.0;R4YMCHKQ;3;1
306010616.0;R4YMCHKQ;4;1
306010617.0;R4YMCHKQ;4;5
306010618.0;R4YMCHKQ;4;1
306010619.0;R4YMCHKQ;4;3
306010620.0;R4YMCHKQ;4;4
306010701.0;5F7HDEZX;5;1
306010702.0;5F7HDEZX;1;1
306010703.0;5F7HDEZX;1;1
306010704.0;5F7HDEZX;4;3
306010705.0;5F7HDEZX;5;5
306010706.0;5F7HDEZX;1;3
306010707.0;5F7HDEZX;5;1
306010708.0;5F7HDEZX;5;1
306010709.0;5F7HDEZX;5;1
306010710.0;5F7HDEZX;4;1
306010711.0;5F7HDEZX;4;5
306010712.0;5F7HDEZX;5;1
306010713.0;5F7HDEZX;4;1
306010714.0;5F7HDEZX;5;1
306010715.0;5F7HDEZX;5;1
306010716.0;5F7HDEZX;4;1
306010717.0;5F7HDEZX;5;1
306010718.0;5F7HDEZX;5;1
307010101.0;XWU66RL2;4;1
307010102.0;XWU66RL2;2;2
307010103.0;XWU66RL2;4;1
307010104.0;XWU66RL2;1;5
307010105.0;XWU66RL2;2;1
307010106.0;XWU66RL2;1;2
307010107.0;XWU66RL2;4;4
307010108.0;XWU66RL2;5;1
307010109.0;XWU66RL2;2;5
307010110.0;XWU66RL2;4;1
307010111.0;XWU66RL2;2;4
307010112.0;XWU66RL2;4;4
307010113.0;XWU66RL2;4;5
307010114.0;XWU66RL2;4;1
307010115.0;XWU66RL2;2;4
307010116.0;XWU66RL2;2;4
307010201.0;PJMSE4M9;2;5
307010202.0;PJMSE4M9;2;4
307010203.0;PJMSE4M9;5;1
307010204.0;PJMSE4M9;3;1
307010205.0;PJMSE4M9;4;4
307010206.0;PJMSE4M9;4;1
307010207.0;PJMSE4M9;2;5
307010208.0;PJMSE4M9;4;1
307010209.0;PJMSE4M9;5;1
307010210.0;PJMSE4M9;4;3
307010211.0;PJMSE4M9;1;1
307010212.0;PJMSE4M9;1;1
307010213.0;PJMSE4M9;4;2
307010301.0;MWRP8TX2;5;4
307010302.0;MWRP8TX2;5;5
307010303.0;MWRP8TX2;5;5
307010304.0;MWRP8TX2;5;1
307010305.0;MWRP8TX2;4;2
307010306.0;MWRP8TX2;2;2
307010307.0;MWRP8TX2;5;4
307010308.0;MWRP8TX2;5;4
307010309.0;MWRP8TX2;5;4
307010310.0;MWRP8TX2;5;4
307010311.0;MWRP8TX2;4;2
307010312.0;MWRP8TX2;5;4
307010313.0;MWRP8TX2;4;1
307010314.0;MWRP8TX2;4;5
307010315.0;MWRP8TX2;5;1
307010316.0;MWRP8TX2;4;1
307010317.0;MWRP8TX2;3;5
307010401.0;NJ5C872U;5;4
307010402.0;NJ5C872U;1;4
307010403.0;NJ5C872U;1;4
307010404.0;NJ5C872U;1;1
307010405.0;NJ5C872U;4;1
307010406.0;NJ5C872U;1;3
307010407.0;NJ5C872U;1;4
307010408.0;NJ5C872U;1;5
307010409.0;NJ5C872U;3;3
307010410.0;NJ5C872U;1;2
307010411.0;NJ5C872U;3;4
307010412.0;NJ5C872U;3;5
307010413.0;NJ5C872U;3;4
307010414.0;NJ5C872U;2;4
307010415.0;NJ5C872U;1;5
307010501.0;H4UEHHCG;5;4
307010502.0;H4UEHHCG;5;1
307010503.0;H4UEHHCG;5;5
307010504.0;H4UEHHCG;5;1
307010505.0;H4UEHHCG;5;5
307010506.0;H4UEHHCG;4;1
307010507.0;H4UEHHCG;4;2
307010508.0;H4UEHHCG;5;5
307010509.0;H4UEHHCG;4;1
307010510.0;H4UEHHCG;4;3
307010601.0;Z49WN3H9;5;1
307010602.0;Z49WN3H9;5;1
307010603.0;Z49WN3H9;3;2
307010604.0;Z49WN3H9;5;1
307010605.0;Z49WN3H9;5;1
307010606.0;Z49WN3H9;5;1
307010607.0;Z49WN3H9;5;4
307010608.0;Z49WN3H9;4;1
307010609.0;Z49WN3H9;4;4
307010610.0;Z49WN3H9;5;2
307010611.0;Z49WN3H9;4;2
307010612.0;Z49WN3H9;4;1
307010613.0;Z49WN3H9;5;1
307010614.0;Z49WN3H9;5;1
307010615.0;Z49WN3H9;5;1
307010701.0;YSA2X692;4;1
307010702.0;YSA2X692;4;1
307010703.0;YSA2X692;5;1
307010704.0;YSA2X692;5;1
307010705.0;YSA2X692;5;1
307010706.0;YSA2X692;4;1
307010707.0;YSA2X692;5;1
307010708.0;YSA2X692;5;1
307010709.0;YSA2X692;5;1
307010801.0;6EZ4MXXE;4;4
307010802.0;6EZ4MXXE;3;5
307010803.0;6EZ4MXXE;2;5
307010804.0;6EZ4MXXE;2;5
307010805.0;6EZ4MXXE;3;5
307010806.0;6EZ4MXXE;4;1
307010807.0;6EZ4MXXE;5;4
307010808.0;6EZ4MXXE;3;5
307010809.0;6EZ4MXXE;5;4
307010810.0;6EZ4MXXE;1;5
307010901.0;ZKH5ATAG;5;1
307010902.0;ZKH5ATAG;3;3
307010903.0;ZKH5ATAG;4;3
307010904.0;ZKH5ATAG;3;4
307010905.0;ZKH5ATAG;4;2
307010906.0;ZKH5ATAG;4;1
307010907.0;ZKH5ATAG;3;5
307010908.0;ZKH5ATAG;3;5
307010909.0;ZKH5ATAG;3;5
307010910.0;ZKH5ATAG;5;3
307010911.0;ZKH5ATAG;5;3
307010912.0;ZKH5ATAG;5;1
307010913.0;ZKH5ATAG;4;3
307010914.0;ZKH5ATAG;4;1
307010915.0;ZKH5ATAG;4;4
307010916.0;ZKH5ATAG;1;4
307010917.0;ZKH5ATAG;3;5
307010918.0;ZKH5ATAG;5;5
307010919.0;ZKH5ATAG;4;1
307010920.0;ZKH5ATAG;3;1
307010921.0;ZKH5ATAG;4;3
307011001.0;BQUCGGB9;5;2
307011002.0;BQUCGGB9;5;2
307011003.0;BQUCGGB9;5;2
307011004.0;BQUCGGB9;4;5
307011005.0;BQUCGGB9;4;5
307011006.0;BQUCGGB9;4;5
307011007.0;BQUCGGB9;4;4
307011008.0;BQUCGGB9;5;4
307011009.0;BQUCGGB9;4;2
307011010.0;BQUCGGB9;4;1
307011011.0;BQUCGGB9;5;2
307011012.0;BQUCGGB9;5;4
307011013.0;BQUCGGB9;4;5
307011014.0;BQUCGGB9;5;5
307011015.0;BQUCGGB9;4;3
307011016.0;BQUCGGB9;4;4
307011017.0;BQUCGGB9;5;1
307011018.0;BQUCGGB9;5;1
308010101.0;WA4XGTUG;3;2
308010102.0;WA4XGTUG;4;1
308010103.0;WA4XGTUG;4;1
308010104.0;WA4XGTUG;3;2
308010105.0;WA4XGTUG;4;1
308010106.0;WA4XGTUG;4;1
308010107.0;WA4XGTUG;3;2
308010108.0;WA4XGTUG;1;1
308010109.0;WA4XGTUG;3;1
308010110.0;WA4XGTUG;4;1
308010111.0;WA4XGTUG;2;1
308010201.0;EZEH49UN;5;4
308010202.0;EZEH49UN;5;5
308010203.0;EZEH49UN;5;4
308010204.0;EZEH49UN;5;4
308010205.0;EZEH49UN;4;5
308010206.0;EZEH49UN;4;2
308010301.0;4LHRCNRM;5;1
308010302.0;4LHRCNRM;5;4
308010303.0;4LHRCNRM;3;4
308010304.0;4LHRCNRM;4;3
308010305.0;4LHRCNRM;3;4
308010306.0;4LHRCNRM;4;2
308010307.0;4LHRCNRM;4;2
308010308.0;4LHRCNRM;3;3
309010101.0;U9YYFR9L;3;3
309010102.0;U9YYFR9L;3;2
309020101.0;L6749M8T;5;4
309020102.0;L6749M8T;5;4
309020103.0;L6749M8T;5;4
309010103.0;U9YYFR9L;4;4
309020104.0;L6749M8T;4;4
309010104.0;U9YYFR9L;4;1
309020105.0;L6749M8T;4;1
309020106.0;L6749M8T;3;1
309020107.0;L6749M8T;3;1
309010105.0;U9YYFR9L;2;3
309010106.0;U9YYFR9L;2;3
309010107.0;U9YYFR9L;4;2
309010108.0;U9YYFR9L;2;4
309010109.0;U9YYFR9L;2;2
309010110.0;U9YYFR9L;2;2
309020108.0;L6749M8T;4;3
309020109.0;L6749M8T;2;4
309020110.0;L6749M8T;2;4
309020111.0;L6749M8T;3;2
309020112.0;L6749M8T;4;3
309010201.0;RQ757DZN;4;5
309010202.0;RQ757DZN;5;5
309010203.0;RQ757DZN;3;4
309010204.0;RQ757DZN;3;5
309010205.0;RQ757DZN;5;5
309010206.0;RQ757DZN;4;5
309010207.0;RQ757DZN;4;4
309010208.0;RQ757DZN;4;4
309010209.0;RQ757DZN;5;1
309010210.0;RQ757DZN;5;2
309010211.0;RQ757DZN;5;2
309010212.0;RQ757DZN;4;1
309010213.0;RQ757DZN;4;1
309010214.0;RQ757DZN;5;1
309010215.0;RQ757DZN;5;1
309010216.0;RQ757DZN;5;1
309010217.0;RQ757DZN;5;1
309010218.0;RQ757DZN;4;1
309010219.0;RQ757DZN;5;4
309010220.0;RQ757DZN;4;4
309020201.0;6VKPMKEC;4;1
309020202.0;6VKPMKEC;2;2
309020203.0;6VKPMKEC;2;2
309020204.0;6VKPMKEC;2;2
309020205.0;6VKPMKEC;2;2
310010101.0;XFUA6CXS;5;1
310010102.0;XFUA6CXS;5;1
310010103.0;XFUA6CXS;5;1
310010104.0;XFUA6CXS;4;1
310010105.0;XFUA6CXS;5;1
310010106.0;XFUA6CXS;5;1
310010107.0;XFUA6CXS;4;1
310010108.0;XFUA6CXS;5;1
310010109.0;XFUA6CXS;4;1
310010110.0;XFUA6CXS;4;1
310010111.0;XFUA6CXS;5;1
310010112.0;XFUA6CXS;5;1
310010113.0;XFUA6CXS;5;1
310010114.0;XFUA6CXS;4;2
310010115.0;XFUA6CXS;4;3
310010116.0;XFUA6CXS;4;1
310010117.0;XFUA6CXS;4;1
310010201.0;KB5H94G3;5;1
310010202.0;KB5H94G3;5;1
310010203.0;KB5H94G3;5;4
310010204.0;KB5H94G3;5;1
310010205.0;KB5H94G3;5;1
310010206.0;KB5H94G3;4;3
310010207.0;KB5H94G3;4;3
310010208.0;KB5H94G3;4;1
310010209.0;KB5H94G3;4;2
310010210.0;KB5H94G3;3;1
310010211.0;KB5H94G3;4;1
310010212.0;KB5H94G3;5;1
310010213.0;KB5H94G3;4;2
310010214.0;KB5H94G3;4;1
310010215.0;KB5H94G3;4;2
310010301.0;223ZLVW6;1;2
310010302.0;223ZLVW6;4;1
310010303.0;223ZLVW6;4;5
310010304.0;223ZLVW6;1;2
310010305.0;223ZLVW6;4;4
310010306.0;223ZLVW6;3;4
310010307.0;223ZLVW6;3;4
310010308.0;223ZLVW6;3;4
310010309.0;223ZLVW6;4;5
310010310.0;223ZLVW6;4;1
310010311.0;223ZLVW6;5;1
310010312.0;223ZLVW6;5;1
310010313.0;223ZLVW6;5;3
310010314.0;223ZLVW6;1;2
310010315.0;223ZLVW6;1;2
310010316.0;223ZLVW6;3;3
310010317.0;223ZLVW6;4;1
310010318.0;223ZLVW6;5;1
310020401.0;S5XRA6FL;5;1
310020402.0;S5XRA6FL;5;2
310020403.0;S5XRA6FL;3;2
310020404.0;S5XRA6FL;3;4
310020405.0;S5XRA6FL;3;4
310010401.0;PR6M5QKY;2;3
310020406.0;S5XRA6FL;2;3
310020407.0;S5XRA6FL;4;2
310020408.0;S5XRA6FL;5;3
310020409.0;S5XRA6FL;5;3
310020410.0;S5XRA6FL;4;5
310020411.0;S5XRA6FL;4;5
310020412.0;S5XRA6FL;3;3
310020413.0;S5XRA6FL;4;3
310020414.0;S5XRA6FL;3;4
310020415.0;S5XRA6FL;3;3
310010501.0;MV5LDSPD;4;4
310010502.0;MV5LDSPD;4;2
310010503.0;MV5LDSPD;4;1
310010504.0;MV5LDSPD;4;1
310010505.0;MV5LDSPD;4;1
310010506.0;MV5LDSPD;4;1
310010507.0;MV5LDSPD;3;5
310010508.0;MV5LDSPD;3;2
310010509.0;MV5LDSPD;5;1
310010510.0;MV5LDSPD;5;1
310010511.0;MV5LDSPD;5;1
310010512.0;MV5LDSPD;5;1
310010513.0;MV5LDSPD;5;1
310010514.0;MV5LDSPD;5;1
310010515.0;MV5LDSPD;4;1
310010516.0;MV5LDSPD;4;1
310010517.0;MV5LDSPD;4;1
310010518.0;MV5LDSPD;3;1
310010519.0;MV5LDSPD;3;5
310010520.0;MV5LDSPD;4;1
310010521.0;MV5LDSPD;4;1
310010522.0;MV5LDSPD;4;1
310010523.0;MV5LDSPD;4;1
310010601.0;JWBABLHF;5;3
310010602.0;JWBABLHF;5;1
310010603.0;JWBABLHF;4;1
310010604.0;JWBABLHF;4;1
310010605.0;JWBABLHF;4;2
310010606.0;JWBABLHF;3;2
310010607.0;JWBABLHF;4;5
310010608.0;JWBABLHF;4;5
310010609.0;JWBABLHF;5;1
310010610.0;JWBABLHF;5;5
310010611.0;JWBABLHF;3;1
310010612.0;JWBABLHF;4;3
310010613.0;JWBABLHF;4;2
310010614.0;JWBABLHF;3;2
310010615.0;JWBABLHF;5;1
310010616.0;JWBABLHF;5;3
310010617.0;JWBABLHF;5;1
310010701.0;VPZZXJMT;3;1
310010702.0;VPZZXJMT;2;1
310010703.0;VPZZXJMT;3;3
310010704.0;VPZZXJMT;1;5
310010705.0;VPZZXJMT;1;5
310010706.0;VPZZXJMT;4;1
310010707.0;VPZZXJMT;2;2
310010708.0;VPZZXJMT;5;1
310010709.0;VPZZXJMT;3;5
310010710.0;VPZZXJMT;3;4
310010711.0;VPZZXJMT;3;1
310010712.0;VPZZXJMT;3;4
310010713.0;VPZZXJMT;3;1
310010714.0;VPZZXJMT;3;5
310010715.0;VPZZXJMT;3;1
310010801.0;6WQ377KA;4;1
310010802.0;6WQ377KA;4;1
310010803.0;6WQ377KA;5;1
310010804.0;6WQ377KA;5;1
310010805.0;6WQ377KA;5;1
310010806.0;6WQ377KA;5;1
310010807.0;6WQ377KA;5;1
310010808.0;6WQ377KA;5;1
310010809.0;6WQ377KA;4;1
310010810.0;6WQ377KA;4;4
310010811.0;6WQ377KA;4;5
310010812.0;6WQ377KA;3;2
310010813.0;6WQ377KA;4;5
310010814.0;6WQ377KA;4;5
310010901.0;46E97MNW;1;4
310010902.0;46E97MNW;2;3
310010903.0;46E97MNW;3;4
310010904.0;46E97MNW;5;5
310010905.0;46E97MNW;5;5
310010906.0;46E97MNW;3;2
310010907.0;46E97MNW;2;2
310010908.0;46E97MNW;3;2
310010909.0;46E97MNW;4;5
310010910.0;46E97MNW;3;5
310010911.0;46E97MNW;3;5
310010912.0;46E97MNW;3;4
310010913.0;46E97MNW;3;4
310010914.0;46E97MNW;2;3
310010915.0;46E97MNW;5;5
310010916.0;46E97MNW;4;5
311010101.0;QXNXCA76;5;1
311010102.0;QXNXCA76;5;5
311010103.0;QXNXCA76;4;1
311010104.0;QXNXCA76;5;1
311010105.0;QXNXCA76;5;1
311010106.0;QXNXCA76;4;1
311010107.0;QXNXCA76;4;1
311010108.0;QXNXCA76;4;5
311010109.0;QXNXCA76;5;4
311010110.0;QXNXCA76;4;1
311010111.0;QXNXCA76;5;5
311010112.0;QXNXCA76;5;1
311010113.0;QXNXCA76;5;1
311010114.0;QXNXCA76;4;1
311010115.0;QXNXCA76;4;5
311010116.0;QXNXCA76;5;1
311010117.0;QXNXCA76;5;1
311010201.0;RK97K2U2;4;4
311010202.0;RK97K2U2;5;4
311010203.0;RK97K2U2;4;1
311010204.0;RK97K2U2;4;3
311010205.0;RK97K2U2;4;4
311010206.0;RK97K2U2;5;5
311010207.0;RK97K2U2;2;5
311010208.0;RK97K2U2;4;4
311010209.0;RK97K2U2;5;1
311010210.0;RK97K2U2;2;4
311010211.0;RK97K2U2;4;5
311010212.0;RK97K2U2;5;2
311010213.0;RK97K2U2;5;1
311010214.0;RK97K2U2;3;4
311010215.0;RK97K2U2;4;2
311010216.0;RK97K2U2;5;1
311010301.0;FGRTJL5L;5;1
311010302.0;FGRTJL5L;5;1
311010303.0;FGRTJL5L;3;1
311010304.0;FGRTJL5L;5;1
311010305.0;FGRTJL5L;5;1
311010306.0;FGRTJL5L;3;1
311010307.0;FGRTJL5L;3;1
311010308.0;FGRTJL5L;5;1
311010309.0;FGRTJL5L;5;1
311010310.0;FGRTJL5L;1;5
311010311.0;FGRTJL5L;4;1
311010312.0;FGRTJL5L;5;1
311010313.0;FGRTJL5L;5;1
311010314.0;FGRTJL5L;4;1
311010315.0;FGRTJL5L;5;2
311010401.0;D74SZ49V;5;5
311010402.0;D74SZ49V;4;1
311010403.0;D74SZ49V;5;4
311010404.0;D74SZ49V;4;4
311010405.0;D74SZ49V;5;5
311010406.0;D74SZ49V;4;1
311010407.0;D74SZ49V;4;1
311010408.0;D74SZ49V;5;5
311010409.0;D74SZ49V;5;1
311010410.0;D74SZ49V;5;5
311010411.0;D74SZ49V;4;1
311010412.0;D74SZ49V;5;1
311010413.0;D74SZ49V;4;5
311010414.0;D74SZ49V;4;1
311010415.0;D74SZ49V;4;3
311010501.0;CFXLKQ4T;5;1
311010502.0;CFXLKQ4T;5;1
311010503.0;CFXLKQ4T;5;1
311010504.0;CFXLKQ4T;4;1
311010505.0;CFXLKQ4T;4;1
311010506.0;CFXLKQ4T;5;1
311010507.0;CFXLKQ4T;5;1
311010508.0;CFXLKQ4T;5;1
311010509.0;CFXLKQ4T;5;1
311010510.0;CFXLKQ4T;5;1
311010511.0;CFXLKQ4T;5;1
311010601.0;G62Z2BT8;5;1
311010602.0;G62Z2BT8;4;1
311010603.0;G62Z2BT8;5;2
311010604.0;G62Z2BT8;5;1
311010605.0;G62Z2BT8;4;1
311010606.0;G62Z2BT8;5;1
311010607.0;G62Z2BT8;5;1
311010608.0;G62Z2BT8;4;1
311010609.0;G62Z2BT8;4;3
311010610.0;G62Z2BT8;5;5
311010611.0;G62Z2BT8;5;1
311010612.0;G62Z2BT8;5;1
311010613.0;G62Z2BT8;5;1
