id_profesor;D1_LID1;D9_SO4;D2_GE1;D9_SO2;D2_GE3;D8_AP4;D6_APD1;D5_INT2;D7_TC1;D4_EE2;D8_AP1;D3_COM2;D8_AP3;D2_GE4;D9_SO1;D2_GE2;D9_SO3;D1_LID2;D3_COM1;D8_AP2;D4_EE1;D7_TC2;D5_INT1;D6_APD2;P1_EJP1;P3_ASO4;P1_EJP3;P2_AAP1;P2_AAP3;P3_ASO1;P3_ASO3;P1_EJP2;P1_EJP4;P2_AAP2;P3_ASO2;P2_AAP4;A1_CF1;A7_ASR2;A2_INT1;A6_DIS2;A3_ESF1;A5_COP2;A4_COA1;A1_CF2;A5_COP1;A4_COA2;A6_DIS1;A2_INT2;A7_ASR1;A3_ESF2;F1_COP1;F2_RES1;F4_INT2;F3_CON2;F1_COP2;F2_RES2;F4_INT1;F3_CON1;CRD1;CRSS1;CRP1;CRA1;CRR1;CRF1;CRCC1;CRD2;CRP2;CRA2;CRF2;CRCC2;CRR2;CRSS2
20200007;5;1;4;2;5;2;5;1;5;1;3;2;4;2;5;2;5;1;3;2;4;2;5;1;4;2;4;5;5;5;5;2;2;1;4;1;3;2;3;2;4;1;4;2;5;1;4;2;4;4;3;3;2;4;2;4;4;3;4;3;4;4;3;4;4;4;4;4;3;4;3;4
20200008;4;2;4;2;5;3;4;2;1;1;5;1;3;1;5;1;5;4;4;2;4;1;5;2;5;3;4;4;4;3;4;2;2;3;3;2;4;1;2;4;2;4;5;2;4;2;4;5;5;5;4;4;3;1;3;3;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4
20200009;5;3;3;1;2;2;5;1;5;1;5;1;3;1;5;2;5;2;5;1;5;1;5;1;5;1;5;5;5;5;5;1;1;1;1;1;4;1;3;3;3;1;4;1;5;1;4;3;5;3;4;4;2;1;2;1;3;4;5;4;5;5;5;5;5;4;4;4;3;5;5;5
20200010;4;1;4;1;5;4;5;1;4;1;4;1;4;1;5;1;5;3;3;2;4;2;5;1;5;2;4;5;5;5;4;1;1;1;1;2;4;2;4;1;4;2;5;2;4;2;5;1;4;4;5;5;3;2;2;3;5;3;5;5;4;4;4;5;4;5;5;4;4;5;4;4
20200011;4;1;4;1;4;1;4;1;5;1;4;2;5;2;4;1;5;1;4;2;4;3;5;1;4;2;4;4;4;4;4;2;2;2;2;2;5;1;4;2;2;2;5;1;5;1;3;2;5;4;4;4;2;2;2;2;3;4;5;4;4;5;4;5;4;4;5;5;4;4;4;4
20200012;4;2;3;2;4;3;4;2;4;2;4;2;4;2;5;2;5;3;4;2;3;2;4;2;4;2;4;3;4;4;4;2;2;2;2;2;3;2;3;4;3;2;3;3;3;3;3;4;4;4;4;4;4;4;2;2;3;4;4;3;4;4;4;4;3;4;4;3;3;3;4;3
20210001;4;1;4;3;3;4;5;4;5;2;4;2;4;2;4;2;5;2;4;2;4;3;4;1;3;1;4;5;4;5;5;3;2;2;2;2;4;1;4;2;3;1;4;1;4;1;4;2;4;2;5;5;2;1;2;2;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4
20210002;2;2;2;4;3;3;4;2;3;2;4;4;4;2;4;4;4;4;2;4;3;2;4;3;3;4;2;4;2;2;4;3;3;4;2;3;4;1;2;2;3;1;1;1;5;5;3;3;4;4;4;4;2;2;2;4;4;4;3;3;4;4;2;4;3;3;2;3;4;3;2;3
20210003;3;2;4;1;4;1;5;2;4;2;4;1;4;2;4;2;5;3;4;2;4;3;4;1;4;1;3;4;4;4;4;1;1;1;1;1;4;1;2;5;2;3;2;1;4;3;1;5;4;4;4;4;2;4;2;1;3;4;4;4;4;4;3;4;4;3;4;2;3;4;4;4
20210004;4;1;4;1;4;4;4;4;4;3;3;2;4;1;4;1;5;3;5;2;4;4;5;1;4;1;4;5;5;5;5;2;3;1;1;1;4;2;3;2;3;3;4;2;3;3;4;3;3;3;4;4;4;2;2;2;5;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5
20210005;2;2;1;3;1;2;1;4;1;5;2;3;4;5;4;5;3;5;1;3;3;3;3;4;3;2;2;5;4;3;3;3;3;1;1;1;5;1;2;1;2;3;2;1;3;1;2;3;3;3;4;3;3;1;3;1;3;4;1;1;4;4;2;3;4;1;3;2;3;4;2;1
20210006;4;4;4;4;4;2;4;2;4;2;3;2;2;2;4;2;4;2;4;2;4;2;3;2;5;1;4;5;5;5;4;2;2;2;1;2;4;2;2;4;2;4;3;2;4;2;4;4;5;4;2;3;2;3;4;3;2;4;4;4;4;4;3;3;4;3;3;2;4;4;4;4
20210007;4;4;5;2;2;2;4;3;5;4;4;2;4;1;4;1;5;2;3;2;4;3;3;1;3;4;3;4;5;4;2;4;4;2;4;2;4;2;3;2;3;1;5;1;5;1;4;2;2;2;3;3;2;1;2;3;2;3;4;3;3;4;4;3;4;4;3;4;3;4;3;4
20210008;3;4;4;4;3;2;3;3;3;2;3;3;4;3;5;4;4;4;3;1;3;1;4;3;5;1;3;5;5;5;5;2;1;2;2;2;3;1;2;4;2;1;4;1;3;2;3;4;4;5;3;3;3;4;4;3;2;4;3;4;4;3;2;4;4;3;4;2;3;4;3;3
20210009;5;1;5;1;5;3;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;2;4;5;4;4;5;1;2;1;1;1;5;4;4;2;4;1;4;1;5;1;4;2;4;4;4;4;1;1;1;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5
20210010;5;5;4;1;4;2;4;4;5;1;4;1;2;2;5;1;4;1;4;2;5;2;5;1;5;1;5;5;5;5;5;1;1;1;1;1;4;2;4;2;4;2;5;2;4;1;4;2;4;2;4;4;2;2;2;2;4;4;2;4;5;5;5;5;5;4;4;5;4;4;5;5
20210011;4;2;4;1;4;3;3;1;5;1;5;1;5;2;5;3;5;2;3;1;4;2;5;1;3;2;3;4;4;4;3;3;3;2;2;2;4;1;3;4;2;1;4;1;5;2;2;4;5;4;4;2;2;3;2;2;3;4;3;4;3;4;2;4;4;4;4;3;3;4;4;4
20210012;4;2;2;3;2;5;4;1;5;2;4;1;5;4;5;4;3;3;2;4;4;3;5;2;5;2;4;5;5;5;4;4;2;2;1;1;4;2;3;1;4;1;5;4;5;2;5;3;5;3;5;4;3;3;3;3;3;3;2;4;5;5;3;4;5;4;5;5;4;4;2;4
20220001;4;1;1;4;3;2;2;4;2;5;3;4;4;2;3;5;4;4;1;2;2;2;2;5;3;5;3;1;1;1;1;4;3;4;4;4;4;2;3;4;3;1;4;2;4;4;3;3;4;4;4;4;1;1;3;2;4;4;1;2;1;5;1;4;2;1;1;5;6;4;1;2
20220002;4;1;4;1;4;2;4;2;4;1;4;2;4;1;4;2;5;4;4;2;4;2;4;1;4;2;3;4;4;3;4;2;2;2;3;2;4;2;4;2;4;2;4;1;4;2;4;2;4;2;4;4;2;3;3;3;3;4;4;4;3;4;4;4;4;3;3;4;3;4;4;4
20220003;3;2;4;2;4;2;3;4;3;3;2;2;4;2;2;1;4;5;2;4;4;2;3;3;5;4;4;4;3;2;4;2;2;2;3;2;4;2;3;2;3;2;4;3;4;2;4;3;4;4;4;4;3;2;2;2;3;4;4;3;4;4;2;4;4;3;4;4;4;5;3;3
20220004;5;5;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;4;1;5;1;5;1;5;2;5;5;5;5;5;1;1;1;1;1;4;2;4;4;4;2;4;4;4;2;4;4;4;4;4;4;2;4;1;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5
20220005;4;2;4;2;4;2;4;1;4;2;4;2;3;1;3;1;5;2;3;2;4;2;4;2;5;3;4;3;3;3;4;3;2;2;2;4;3;2;4;2;4;2;4;2;4;2;1;1;4;3;3;3;2;3;2;2;3;4;2;4;4;5;5;5;4;3;3;4;4;4;4;3
20220006;4;2;4;3;3;3;5;2;3;3;4;3;3;1;4;1;4;2;3;3;4;2;3;1;4;3;3;4;3;4;5;2;2;4;3;1;5;2;3;2;3;1;4;2;4;2;3;3;4;3;5;4;2;2;3;3;3;3;3;2;3;5;3;4;4;3;3;4;4;5;4;4
20220007;4;4;5;2;2;2;4;2;4;1;4;2;4;2;5;1;4;2;4;2;4;2;4;1;5;2;5;5;3;5;5;2;2;2;1;1;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;4;2;2;2;1;3;4;4;4;4;4;4;4;5;4;5;4;4;4;4;4
20220008;2;1;3;5;2;1;2;3;1;3;1;2;2;2;4;2;4;4;2;4;2;2;1;4;4;5;2;2;2;1;3;2;4;5;4;4;2;4;3;1;2;2;4;2;4;2;4;4;2;4;2;4;3;1;2;2;3;4;2;2;2;4;2;4;4;2;3;3;4;4;2;2
20220009;4;2;4;2;4;3;2;4;4;2;3;4;3;2;4;2;4;3;3;2;4;2;4;3;4;4;4;3;3;3;3;2;2;3;3;2;3;3;2;2;3;3;3;2;4;2;4;2;4;3;4;3;2;2;2;2;3;4;4;4;3;3;4;4;4;3;3;4;4;3;3;3
20220010;4;2;4;2;4;2;3;3;3;2;3;2;4;2;4;2;4;3;3;4;3;2;4;3;5;3;4;4;4;4;4;2;2;2;1;2;3;3;4;3;4;2;4;3;4;2;4;2;3;2;4;4;2;2;2;2;3;4;5;4;4;4;5;4;5;3;4;4;4;5;5;5
20220011;4;1;3;4;2;1;3;3;4;3;3;2;3;2;4;2;4;2;2;3;4;1;4;3;4;1;4;5;4;4;4;2;1;1;1;1;4;1;3;1;3;2;3;2;4;3;5;3;5;3;5;5;1;1;2;2;3;4;4;4;4;4;4;4;5;4;4;3;3;5;4;4
20220012;4;2;4;1;4;1;4;1;3;1;3;1;5;1;5;1;4;2;4;1;5;2;5;1;4;2;4;4;4;3;4;1;1;1;1;1;3;2;3;1;3;1;4;2;5;2;4;3;4;4;3;4;3;3;2;2;4;4;4;4;4;5;5;5;5;4;4;5;5;5;5;4
20220013;5;2;4;2;4;2;5;1;4;1;3;1;3;3;4;2;4;1;5;2;5;5;3;1;4;2;3;5;4;4;4;2;3;2;3;2;4;2;3;2;3;2;5;2;4;2;4;3;4;3;4;4;3;3;2;2;4;4;4;4;4;4;3;5;5;4;4;5;5;4;4;4
20230001;2;3;3;2;4;2;3;4;4;1;2;2;3;3;5;2;4;5;1;3;3;3;4;3;4;4;3;3;4;5;4;1;2;3;3;2;3;2;2;5;4;3;4;1;3;2;2;4;4;4;3;3;4;3;4;4;5;3;3;3;2;3;2;3;3;2;3;5;3;3;3;3
20230002;4;2;3;3;3;2;3;4;4;3;2;2;3;2;4;4;4;3;3;3;3;4;4;2;4;5;4;3;3;3;4;3;2;3;3;2;4;4;3;3;3;2;2;3;3;4;4;3;4;4;4;4;2;3;3;3;4;3;2;3;3;4;3;4;3;3;3;4;3;3;3;3
20230003;1;3;3;4;2;2;2;3;2;2;1;3;2;2;2;3;3;4;3;4;2;3;5;4;5;2;5;4;4;4;4;2;3;2;2;2;4;2;3;2;2;2;5;2;5;1;4;4;5;4;5;5;3;2;2;2;3;5;1;2;3;5;3;5;4;2;4;2;4;4;5;1
20230004;2;4;3;3;5;4;5;1;2;4;1;2;4;1;3;3;3;3;3;4;4;2;5;2;5;3;3;4;4;4;5;2;2;4;3;2;4;1;2;5;3;4;3;4;3;4;2;4;3;4;4;4;4;4;4;4;4;3;3;3;4;5;5;5;5;4;4;4;3;4;4;3
20230005;1;2;3;3;1;3;3;4;3;3;2;4;2;4;2;5;3;5;3;5;2;3;3;4;4;4;4;2;3;3;3;2;2;3;3;5;2;2;1;5;2;3;2;3;2;4;1;5;1;5;3;2;3;3;5;4;3;2;3;2;3;1;1;1;1;2;2;4;4;1;1;1
20230006;5;4;5;3;3;1;5;1;4;1;4;1;4;2;5;2;5;2;4;1;5;2;5;1;4;2;3;4;4;3;4;2;2;2;2;1;5;1;3;1;3;1;4;1;5;2;4;3;5;4;5;5;1;3;1;2;3;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
20230007;3;2;4;4;2;3;5;2;3;3;2;4;3;2;4;3;4;3;3;4;3;2;4;1;4;2;2;3;4;3;4;1;2;1;2;3;5;1;3;4;4;2;4;1;4;1;2;2;1;2;4;4;3;2;3;1;4;4;3;2;3;5;3;4;2;3;2;4;3;3;3;2
20230008;4;2;4;2;4;2;5;2;4;2;4;2;4;1;4;2;4;2;4;2;4;2;4;1;4;1;5;5;5;5;5;1;5;1;1;1;4;1;4;4;2;2;4;2;4;2;3;4;4;4;4;4;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
20230009;4;4;4;2;3;3;4;1;3;1;2;2;3;1;5;3;4;3;3;4;4;2;5;1;4;2;4;4;4;4;5;5;5;5;5;5;4;2;3;2;4;2;4;1;4;1;4;2;5;4;4;3;4;3;3;2;3;4;4;4;4;4;3;4;4;4;4;5;3;4;3;4
20230010;2;3;5;5;4;3;5;1;5;1;3;1;4;1;5;1;5;5;5;5;2;3;5;1;3;2;5;5;5;5;5;1;1;4;1;1;5;1;5;1;5;1;4;1;5;1;3;1;5;2;5;5;4;1;1;1;2;5;5;2;5;5;1;5;4;3;5;5;2;5;1;4
20230011;5;1;4;2;4;1;5;3;4;1;3;2;4;1;5;1;3;4;4;2;4;1;4;1;5;3;3;3;3;3;4;2;2;2;3;3;4;2;1;4;1;2;4;1;4;2;1;5;4;5;2;2;3;4;4;3;4;3;5;4;2;4;4;2;4;5;4;2;2;3;3;3
20240001;4;2;4;2;4;1;4;2;4;3;4;2;3;2;4;1;4;2;4;2;4;2;4;2;5;2;5;4;4;4;4;2;2;2;2;2;4;2;3;2;3;3;4;2;4;3;4;3;4;4;4;4;2;2;2;2;3;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4
20240002;4;4;4;3;4;2;4;4;4;4;3;2;3;2;4;2;4;2;4;3;4;2;3;2;4;3;4;4;3;3;3;2;2;2;2;2;3;3;3;4;3;3;4;2;4;2;3;2;3;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;3;3;3;2
20240003;5;2;5;1;4;3;4;1;5;1;5;1;4;2;5;1;4;2;4;2;4;3;4;2;5;2;4;5;5;4;5;1;2;1;1;1;3;2;2;2;4;2;3;2;4;3;4;3;4;4;4;4;2;3;3;3;4;3;4;4;4;3;4;3;4;4;4;3;3;4;4;4
20240004;4;2;5;1;4;3;5;1;5;1;4;1;3;2;5;1;4;1;5;3;5;1;5;1;4;3;5;5;5;5;5;2;2;1;1;1;4;2;3;3;3;2;4;2;4;2;3;3;4;4;4;4;3;3;3;2;3;4;5;4;4;3;3;3;4;4;4;3;3;4;4;3
20240005;4;3;4;2;3;1;4;2;4;1;4;2;3;2;5;2;4;4;3;2;4;1;4;2;4;3;4;5;5;4;3;1;1;2;2;2;3;2;3;3;4;2;4;3;4;2;3;3;4;3;3;4;3;3;3;2;4;3;4;2;4;5;4;5;4;4;4;5;5;4;4;3
20240006;4;1;4;1;4;1;4;1;5;1;5;1;4;1;5;1;4;1;4;1;3;2;4;1;4;2;3;4;4;3;5;1;4;3;2;2;4;2;3;4;2;1;4;1;4;2;4;2;5;3;5;4;2;1;2;1;4;4;5;4;3;5;3;5;5;5;4;3;3;5;5;4
20240007;5;3;5;1;5;1;5;2;5;2;4;1;4;1;4;1;4;2;5;2;4;2;4;1;4;2;4;4;4;4;4;2;2;2;2;2;5;1;3;3;3;3;4;2;4;2;3;3;4;2;5;4;2;2;2;2;3;4;4;4;4;5;4;5;4;4;4;4;4;5;4;4
20240008;4;3;5;1;5;4;4;1;5;1;4;1;3;1;5;1;4;2;5;3;5;2;5;1;4;3;4;4;4;4;3;2;2;2;3;1;4;2;3;4;3;2;4;2;4;2;3;3;4;3;3;3;3;3;3;3;3;3;5;4;3;4;4;3;4;5;4;4;3;4;4;4
20240009;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;5;5;5;5;1;1;1;1;1;4;2;2;4;2;2;4;2;4;2;2;2;4;4;2;4;4;4;4;3;4;2;5;4;5;2;4;2;5;4;5;5;2;4;4;4
20240010;5;2;4;2;3;1;5;1;5;1;5;1;4;1;5;1;4;1;5;1;5;3;5;1;5;1;5;5;5;5;4;1;1;1;1;1;4;1;4;2;4;2;4;1;4;1;4;1;4;2;4;4;2;1;1;1;4;4;5;4;5;5;5;5;5;4;5;5;4;4;4;4
20240011;5;1;5;1;5;5;3;1;5;1;3;1;5;1;5;1;5;1;1;1;5;1;5;3;5;3;5;5;5;5;5;1;1;1;1;1;3;2;4;3;4;4;3;2;4;2;3;2;4;4;4;4;2;2;2;2;2;4;5;5;4;4;4;5;5;5;4;3;4;5;5;5
20240012;4;3;5;1;5;1;4;1;5;2;5;1;5;1;5;1;5;1;5;1;5;2;5;1;5;1;5;5;5;5;5;2;1;2;1;1;4;4;4;1;4;1;5;2;5;1;5;1;5;2;3;3;2;1;2;1;5;4;5;5;5;5;4;5;5;5;5;5;5;5;3;4
20250001;3;1;4;2;4;4;4;1;4;2;2;1;4;3;5;2;5;2;4;2;4;3;5;2;5;5;5;5;5;5;5;1;1;1;1;1;4;1;4;1;4;1;5;1;5;2;5;1;5;2;4;4;3;3;2;2;3;3;4;4;4;4;3;3;4;4;4;5;3;4;3;4
20250002;5;2;5;1;4;2;5;1;2;1;4;1;4;1;5;1;5;1;5;1;5;2;5;1;5;1;5;5;5;5;5;1;1;1;1;1;5;1;4;2;4;1;4;4;4;2;5;1;4;4;4;2;4;5;2;2;2;2;5;4;4;5;5;5;5;4;4;5;4;5;5;5
20250003;4;2;5;1;5;2;5;1;3;2;4;4;5;1;5;1;5;3;4;1;4;2;5;1;1;3;4;4;5;3;4;4;1;2;2;2;4;1;4;2;3;1;5;1;5;2;5;1;5;2;5;5;1;1;2;1;3;5;4;4;3;5;5;5;5;5;5;5;4;5;5;5
20250004;3;4;4;2;3;2;4;3;3;3;2;4;2;3;4;2;4;5;3;2;2;3;2;2;3;5;3;2;2;2;1;3;2;3;4;4;4;2;3;4;3;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;1;5;3;3;1;3;1;5;4;2;3;2
20250005;5;1;4;1;1;4;5;2;5;1;2;1;4;2;5;1;4;2;4;2;5;2;4;1;3;3;4;4;4;3;5;2;2;3;2;2;4;2;3;2;4;2;4;2;4;2;4;2;4;2;4;3;3;2;3;2;4;3;5;5;4;5;5;5;5;5;5;3;4;4;5;5
20250006;4;4;5;1;4;1;5;1;4;1;3;2;3;1;5;1;4;4;3;2;4;2;5;1;4;2;3;4;5;4;4;2;1;2;2;2;4;2;2;2;2;2;4;1;4;2;2;4;4;4;3;3;3;3;4;3;3;3;5;5;4;4;4;4;4;4;4;4;3;5;5;5
20250007;3;3;5;2;3;3;1;5;3;3;3;3;3;3;3;3;1;4;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;1;4;1;4;2;3;2;4;3;4;4;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
20250008;5;2;5;1;3;1;5;3;5;1;4;2;3;1;5;1;5;2;4;1;3;3;3;1;5;2;4;4;4;4;3;3;4;1;1;1;3;2;3;5;2;3;4;2;3;1;2;3;4;4;4;3;2;3;2;2;3;3;4;4;4;3;4;3;4;5;4;4;4;2;4;4
20250009;2;4;5;3;5;3;3;4;3;4;3;5;3;3;4;1;3;5;1;3;1;2;4;4;5;5;1;2;2;3;1;4;2;5;5;4;4;2;4;2;4;3;4;2;4;5;5;4;5;4;3;4;2;4;5;4;5;2;4;4;1;5;4;3;4;2;1;5;3;4;4;3
20250010;5;2;4;2;4;2;5;2;4;2;4;2;5;1;5;2;5;2;5;2;4;4;4;1;4;2;4;4;5;4;4;2;2;1;1;2;4;2;4;2;5;1;5;2;5;1;4;2;5;4;4;4;1;1;1;1;1;3;4;5;5;4;4;5;4;4;4;2;1;4;2;4
20260001;4;4;4;1;4;3;4;1;4;1;3;1;3;2;5;1;4;2;4;3;4;3;5;2;5;3;4;4;4;4;3;2;1;1;2;2;4;2;2;1;3;2;4;4;4;2;4;2;4;5;4;4;2;2;2;1;4;4;4;4;4;4;4;4;4;4;3;4;3;5;4;4
20260002;5;3;4;5;3;2;3;1;4;1;3;1;3;2;5;1;3;2;4;3;4;3;5;2;4;3;3;4;4;3;4;2;2;2;2;2;4;2;3;2;3;2;4;2;4;2;3;3;4;4;4;4;2;2;2;2;3;4;5;3;4;5;3;4;4;4;3;5;3;5;3;3
20260003;4;2;5;2;3;1;5;1;3;2;3;1;3;2;5;1;5;2;5;1;4;3;5;2;3;5;3;2;3;3;1;3;3;4;5;3;4;1;2;3;2;3;4;1;4;2;3;3;4;1;2;3;3;4;3;3;3;3;4;3;2;4;3;3;4;3;2;4;3;2;3;3
20260004;4;2;4;3;4;1;5;2;2;2;3;1;2;1;3;2;4;2;4;3;4;4;3;1;4;4;4;3;2;2;2;2;1;4;4;4;3;2;3;4;3;4;5;2;4;1;2;3;4;4;3;3;1;4;4;4;2;3;5;3;1;4;3;1;2;4;2;3;1;4;3;2
20260005;3;2;4;3;5;1;4;4;3;2;4;3;4;3;4;2;2;2;4;2;4;3;4;2;2;4;2;3;2;3;4;3;4;4;4;3;4;2;4;3;4;2;3;3;4;3;4;1;4;2;5;5;3;2;1;1;5;5;3;4;2;4;3;5;4;3;3;4;4;5;3;5
20260006;4;2;5;3;4;2;5;1;5;1;4;1;3;1;5;1;4;3;3;3;4;1;4;1;4;4;3;4;4;4;3;2;1;3;1;1;4;4;2;4;2;3;4;2;4;2;4;3;4;4;3;3;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4
20260007;5;1;4;2;5;1;5;2;5;1;5;3;4;1;5;1;5;3;4;1;5;4;5;1;4;2;4;5;5;4;5;2;2;1;1;1;4;2;4;2;4;2;4;2;5;2;4;1;5;3;5;5;5;1;2;1;4;5;5;5;4;5;4;4;5;5;5;5;3;5;5;5
20260008;3;3;4;3;3;1;5;3;3;3;4;3;3;2;4;1;4;3;3;2;4;2;3;1;4;2;4;4;4;4;3;1;1;1;1;1;3;2;3;2;1;4;4;2;5;3;3;4;4;5;4;4;1;4;3;2;4;4;4;4;5;5;4;5;4;4;4;3;3;5;4;4
20260009;4;2;4;1;3;3;5;3;4;1;5;1;5;2;5;2;5;1;5;1;5;3;3;1;4;2;3;4;4;4;4;2;2;2;2;2;4;2;3;1;4;1;5;1;5;1;5;4;4;4;5;4;1;1;2;1;4;4;4;4;4;5;4;5;5;4;4;5;5;5;4;4
20260010;5;3;5;2;2;1;5;1;4;1;3;1;3;5;3;4;1;5;4;4;4;4;3;2;2;1;4;3;2;5;1;3;4;3;3;4;1;4;2;3;3;5;4;4;4;2;3;3;5;4;4;4;2;3;1;1;3;4;4;4;3;5;4;4;4;4;3;3;2;4;4;4
20260011;4;2;5;2;5;1;4;4;4;1;4;1;4;1;5;1;5;1;5;2;5;2;5;1;2;2;5;2;2;3;4;3;4;4;4;4;4;1;4;1;4;4;5;1;4;2;5;4;5;2;3;3;3;3;3;3;3;3;4;4;2;4;4;4;4;5;2;4;1;4;5;3
20260012;5;1;5;1;5;1;5;1;5;2;3;1;5;1;5;1;5;2;5;1;4;3;5;1;5;2;4;5;5;5;4;5;1;2;3;1;5;1;5;4;5;1;5;1;5;4;4;2;5;2;5;5;4;1;1;1;3;4;5;5;3;5;5;5;5;5;4;5;2;5;5;5
20270001;5;2;5;5;4;3;4;4;5;2;4;4;3;1;5;1;4;2;5;2;4;2;5;2;5;2;5;4;4;4;4;2;2;2;2;2;4;2;4;3;4;2;4;2;5;1;4;1;5;3;5;5;3;1;1;1;3;5;5;5;5;5;4;5;4;5;5;5;4;4;4;4
20270002;4;2;5;1;3;5;5;1;5;1;3;1;3;3;5;1;3;2;4;3;4;3;3;1;4;3;3;4;3;3;4;2;3;3;4;2;3;2;3;3;2;3;4;4;5;4;4;3;4;4;4;4;4;3;2;2;3;4;4;3;3;4;4;4;4;3;3;4;3;5;3;3
20270003;4;2;4;4;3;3;2;3;3;2;2;3;3;2;4;2;4;3;4;4;3;2;4;4;4;3;4;3;4;3;4;3;2;3;2;3;4;2;3;2;4;2;4;2;4;3;4;3;4;2;4;4;2;3;3;2;4;4;3;3;3;4;4;4;3;3;3;4;3;4;4;3
20270004;5;2;5;3;5;3;5;4;5;1;2;1;3;1;5;3;5;3;4;4;5;3;4;1;4;2;4;4;5;2;4;2;1;1;1;1;4;1;3;1;3;2;5;3;4;3;5;3;5;3;4;4;3;3;2;2;3;4;5;3;5;4;4;4;5;5;4;5;3;5;5;3
20270005;5;2;5;2;4;2;5;2;5;2;2;1;3;2;5;2;4;2;5;2;5;2;5;1;5;2;5;4;5;5;5;2;1;1;2;1;5;1;4;1;4;2;4;2;5;2;5;2;5;2;4;4;3;4;3;2;2;4;5;5;4;4;4;3;5;5;5;5;4;5;4;5
20270006;5;1;4;5;4;4;4;2;4;1;4;4;3;2;4;1;5;1;4;4;4;2;4;2;5;3;4;4;4;4;4;4;4;3;3;2;4;4;3;5;4;3;2;2;4;3;3;4;4;3;5;5;3;2;2;2;4;3;5;4;4;4;4;4;4;4;4;4;3;4;4;4
20270007;5;4;3;2;5;4;3;2;5;2;2;1;2;1;5;1;4;2;5;2;3;2;4;2;5;2;4;4;3;2;4;2;4;4;2;2;4;2;4;4;4;2;3;4;4;2;4;4;5;5;3;2;4;4;4;4;2;2;4;4;4;3;2;2;4;4;3;3;2;4;3;3
20270008;5;3;5;1;5;3;3;1;5;1;3;3;3;1;5;1;3;1;4;3;4;1;5;3;5;1;5;5;5;5;5;1;1;1;1;1;4;1;3;1;4;1;4;1;5;2;3;2;3;2;5;5;3;1;1;2;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5
20270009;4;3;4;2;4;3;3;2;4;2;3;2;3;2;5;2;3;2;4;3;4;1;4;2;4;2;4;4;4;4;3;2;2;2;2;2;4;2;3;1;4;2;4;1;4;2;5;2;4;2;3;3;3;3;3;3;4;3;4;4;3;4;4;3;5;4;3;4;3;5;4;4
20270010;5;2;3;1;5;3;5;3;5;1;3;1;4;1;5;3;5;1;5;1;5;1;5;1;5;1;4;5;5;5;5;1;1;1;1;1;4;1;4;2;4;2;3;1;5;1;4;1;3;3;3;3;3;3;3;3;3;3;5;5;4;4;5;3;5;5;4;5;3;5;5;5
20270011;5;3;5;2;5;3;5;1;5;1;4;2;4;1;5;1;4;2;4;2;4;2;5;1;4;2;4;4;4;4;3;1;2;2;2;2;4;3;4;2;4;1;3;2;4;3;3;2;4;3;4;4;2;3;3;3;3;3;5;4;3;4;4;4;4;5;4;3;3;5;4;4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;D1_LID1;D9_SO4;D2_GE1;D9_SO2;D2_GE3;D8_AP4;D6_APD1;D5_INT2;D7_TC1;D4_EE2;D8_AP1;D3_COM2;D8_AP3;D2_GE4;D9_SO1;D2_GE2;D9_SO3;D1_LID2;D3_COM1;D8_AP2;D4_EE1;D7_TC2;D5_INT1;D6_APD2;P1_EJP1;P3_ASO4;P1_EJP3;P2_AAP1;P2_AAP3;P3_ASO1;P3_ASO3;P1_EJP2;P1_EJP4;P2_AAP2;P3_ASO2;P2_AAP4;A1_CF1;A7_ASR2;A2_INT1;A6_DIS2;A3_ESF1;A5_COP2;A4_COA1;A1_CF2;A5_COP1;A4_COA2;A6_DIS1;A2_INT2;A7_ASR1;A3_ESF2;F1_COP1;F2_RES1;F4_INT2;F3_CON2;F1_COP2;F2_RES2;F4_INT1;F3_CON1;CRD1;CRSS1;CRP1;CRA1;CRR1;CRF1;CRCC1;CRD2;CRP2;CRA2;CRF2;CRCC2;CRR2;CRSS2
